"tmdb_id","release_group_id","artist_credit_id","position","artist_id","credited_name","join_phrase","is_primary_artist"
542202,2160192,2309,0,2309,Ferry Corsten,"",true
318044,1891383,2390,0,2390,Nina Simone,"",true
873125,3113877,2469,0,2469,David Holmes,"",true
1233575,4097037,2469,0,2469,David Holmes,"",true
649409,2714989,2469,0,2469,David Holmes,"",true
844417,3218303,2469,0,2469,David Holmes,"",true
340102,2461946,2483,0,2483,Mark Snow,"",true
506876,2232391,2502,0,2502,Wynton Marsalis,"",true
465227,2082680,2907,0,2907,Cirque du Soleil,"",true
578944,2189363,2908,0,2908,Belle and Sebastian,"",true
799766,3976135,2935,0,2935,Robbie Williams,"",true
